aggregate_industry,goods_vs_services,naics
"information,_culture_and_recreation",services,5175
"information,_culture_and_recreation",services,5176
"information,_culture_and_recreation",services,5177
"information,_culture_and_recreation",services,5178
"information,_culture_and_recreation",services,5179
"information,_culture_and_recreation",services,5150
"information,_culture_and_recreation",services,5151
"information,_culture_and_recreation",services,5152
"information,_culture_and_recreation",services,5153
"information,_culture_and_recreation",services,5154
"information,_culture_and_recreation",services,5155
"information,_culture_and_recreation",services,5156
"information,_culture_and_recreation",services,5157
"information,_culture_and_recreation",services,5158
"information,_culture_and_recreation",services,5159
"information,_culture_and_recreation",services,5180
"information,_culture_and_recreation",services,5181
"information,_culture_and_recreation",services,5182
"information,_culture_and_recreation",services,5183
"information,_culture_and_recreation",services,5184
"information,_culture_and_recreation",services,5185
"information,_culture_and_recreation",services,5186
"information,_culture_and_recreation",services,5187
"information,_culture_and_recreation",services,5188
"information,_culture_and_recreation",services,5189
"information,_culture_and_recreation",services,5190
"information,_culture_and_recreation",services,5191
"information,_culture_and_recreation",services,5192
"information,_culture_and_recreation",services,5193
"information,_culture_and_recreation",services,5194
"information,_culture_and_recreation",services,5195
"information,_culture_and_recreation",services,5196
"information,_culture_and_recreation",services,5197
"information,_culture_and_recreation",services,5198
"information,_culture_and_recreation",services,5199
"information,_culture_and_recreation",services,7110
"information,_culture_and_recreation",services,7111
"information,_culture_and_recreation",services,7112
"information,_culture_and_recreation",services,7113
"information,_culture_and_recreation",services,7114
"information,_culture_and_recreation",services,7115
"information,_culture_and_recreation",services,7116
"information,_culture_and_recreation",services,7117
"information,_culture_and_recreation",services,7118
"information,_culture_and_recreation",services,7119
"information,_culture_and_recreation",services,7130
"information,_culture_and_recreation",services,7131
"information,_culture_and_recreation",services,7132
"information,_culture_and_recreation",services,7133
"information,_culture_and_recreation",services,7134
"information,_culture_and_recreation",services,7135
"information,_culture_and_recreation",services,7136
"information,_culture_and_recreation",services,7137
"information,_culture_and_recreation",services,7138
"information,_culture_and_recreation",services,7139
"information,_culture_and_recreation",services,7120
"information,_culture_and_recreation",services,7121
"information,_culture_and_recreation",services,7122
"information,_culture_and_recreation",services,7123
"information,_culture_and_recreation",services,7124
"information,_culture_and_recreation",services,7125
"information,_culture_and_recreation",services,7126
"information,_culture_and_recreation",services,7127
"information,_culture_and_recreation",services,7128
"information,_culture_and_recreation",services,7129
accommodation_and_food_services,services,7210
accommodation_and_food_services,services,7211
accommodation_and_food_services,services,7212
accommodation_and_food_services,services,7213
accommodation_and_food_services,services,7214
accommodation_and_food_services,services,7215
accommodation_and_food_services,services,7216
accommodation_and_food_services,services,7217
accommodation_and_food_services,services,7218
accommodation_and_food_services,services,7219
accommodation_and_food_services,services,7220
accommodation_and_food_services,services,7221
accommodation_and_food_services,services,7222
accommodation_and_food_services,services,7223
accommodation_and_food_services,services,7224
accommodation_and_food_services,services,7225
accommodation_and_food_services,services,7226
accommodation_and_food_services,services,7227
accommodation_and_food_services,services,7228
accommodation_and_food_services,services,7229
"repair,_personal_and_non-profit_services",services,8111
"repair,_personal_and_non-profit_services",services,8141
"repair,_personal_and_non-profit_services",services,8131
"repair,_personal_and_non-profit_services",services,8132
"repair,_personal_and_non-profit_services",services,8133
"repair,_personal_and_non-profit_services",services,8134
"repair,_personal_and_non-profit_services",services,8139
"repair,_personal_and_non-profit_services",services,8121
"repair,_personal_and_non-profit_services",services,8122
"repair,_personal_and_non-profit_services",services,8123
"repair,_personal_and_non-profit_services",services,8129
"repair,_personal_and_non-profit_services",services,8112
"repair,_personal_and_non-profit_services",services,8113
"repair,_personal_and_non-profit_services",services,8114
public_administration,services,9110
public_administration,services,9111
public_administration,services,9112
public_administration,services,9113
public_administration,services,9114
public_administration,services,9115
public_administration,services,9116
public_administration,services,9117
public_administration,services,9118
public_administration,services,9119
public_administration,services,9120
public_administration,services,9121
public_administration,services,9122
public_administration,services,9123
public_administration,services,9124
public_administration,services,9125
public_administration,services,9126
public_administration,services,9127
public_administration,services,9128
public_administration,services,9129
public_administration,services,9130
public_administration,services,9131
public_administration,services,9132
public_administration,services,9133
public_administration,services,9134
public_administration,services,9135
public_administration,services,9136
public_administration,services,9137
public_administration,services,9138
public_administration,services,9139
public_administration,services,9140
public_administration,services,9141
public_administration,services,9142
public_administration,services,9143
public_administration,services,9144
public_administration,services,9145
public_administration,services,9146
public_administration,services,9147
public_administration,services,9148
public_administration,services,9149
public_administration,services,9190
public_administration,services,9191
public_administration,services,9192
public_administration,services,9193
public_administration,services,9194
public_administration,services,9195
public_administration,services,9196
public_administration,services,9197
public_administration,services,9198
public_administration,services,9199
construction,goods,2370
construction,goods,2371
construction,goods,2372
construction,goods,2373
construction,goods,2374
construction,goods,2375
construction,goods,2376
construction,goods,2377
construction,goods,2378
construction,goods,2379
construction,goods,2380
construction,goods,2381
construction,goods,2382
construction,goods,2383
construction,goods,2384
construction,goods,2385
construction,goods,2386
construction,goods,2387
construction,goods,2388
construction,goods,2389
construction,goods,2361
construction,goods,2362
