naics,aggregate_industry
9194,public_administration
9195,public_administration
9196,public_administration
9197,public_administration
9198,public_administration
9199,public_administration
2370,construction
2371,construction
2372,construction
2373,construction
2374,construction
2375,construction
2376,construction
2377,construction
2378,construction
2379,construction
2380,construction
2381,construction
2382,construction
2383,construction
2384,construction
2385,construction
2386,construction
2387,construction
2388,construction
2389,construction
2361,construction
2362,construction
